Index	FileName	Category	FOB
69	0069.png	MetamerP4	P4C4_Inani
70	0070.png	MetamerP4	P4C4_Inani
71	0071.png	MetamerP4	P4C4_Inani
72	0072.png	MetamerP4	P4C4_Inani
73	0073.png	MetamerP4	P4C4_Inani
74	0074.png	MetamerP4	P4C4_Inani
75	0075.png	MetamerP4	P4C4_Inani
76	0076.png	MetamerP4	P4C4_Inani
77	0077.png	MetamerP4	P4C4_Inani
78	0078.png	MetamerP4	P4C4_Inani
79	0079.png	MetamerP4	P4C4_Inani
80	0080.png	MetamerP4	P4C4_Inani
81	0081.png	MetamerP4	P4C3_Ani
82	0082.png	MetamerP4	P4C3_Ani
83	0083.png	MetamerP4	P4C3_Ani
84	0084.png	MetamerP4	P4C3_Ani
85	0085.png	MetamerP4	P4C3_Ani
86	0086.png	MetamerP4	P4C3_Ani
87	0087.png	MetamerP4	P4C3_Ani
88	0088.png	MetamerP4	P4C3_Ani
89	0089.png	MetamerP4	P4C3_Ani
90	0090.png	MetamerP4	P4C3_Ani
91	0091.png	MetamerP4	P4C3_Ani
92	0092.png	MetamerP4	P4C3_Ani
93	0093.png	MetamerP4	P4C3_Ani
94	0094.png	MetamerP4	P4C3_Ani
95	0095.png	MetamerP4	P4C3_Ani
96	0096.png	MetamerP4	P4C3_Ani
97	0097.png	MetamerP4	P4C3_Ani
98	0098.png	MetamerP4	P4C3_Ani
99	0099.png	MetamerP4	P4C3_Ani
100	0100.png	MetamerP4	P4C3_Ani
101	0101.png	MetamerP4	P4C3_Inani
102	0102.png	MetamerP4	P4C3_Inani
103	0103.png	MetamerP4	P4C3_Inani
104	0104.png	MetamerP4	P4C3_Inani
105	0105.png	MetamerP4	P4C3_Inani
106	0106.png	MetamerP4	P4C3_Inani
107	0107.png	MetamerP4	P4C3_Inani
108	0108.png	MetamerP4	P4C3_Inani
109	0109.png	MetamerP4	P4C3_Inani
110	0110.png	MetamerP4	P4C3_Inani
111	0111.png	MetamerP4	P4C3_Inani
112	0112.png	MetamerP4	P4C3_Inani
113	0113.png	MetamerP4	P4C3_Inani
114	0114.png	MetamerP4	P4C3_Inani
115	0115.png	MetamerP4	P4C3_Inani
116	0116.png	MetamerP4	P4C3_Inani
117	0117.png	MetamerP4	P4C3_Inani
118	0118.png	MetamerP4	P4C3_Inani
119	0119.png	MetamerP4	P4C3_Inani
120	0120.png	MetamerP4	P4C3_Inani
121	0121.png	MetamerP4	P4C2_Ani
122	0122.png	MetamerP4	P4C2_Ani
123	0123.png	MetamerP4	P4C2_Ani
124	0124.png	MetamerP4	P4C2_Ani
125	0125.png	MetamerP4	P4C2_Ani
126	0126.png	MetamerP4	P4C2_Ani
127	0127.png	MetamerP4	P4C2_Ani
128	0128.png	MetamerP4	P4C2_Ani
129	0129.png	MetamerP4	P4C2_Ani
130	0130.png	MetamerP4	P4C2_Ani
131	0131.png	MetamerP4	P4C2_Ani
132	0132.png	MetamerP4	P4C2_Ani
133	0133.png	MetamerP4	P4C2_Ani
134	0134.png	MetamerP4	P4C2_Ani
135	0135.png	MetamerP4	P4C2_Ani
136	0136.png	MetamerP4	P4C2_Ani
137	0137.png	MetamerP4	P4C2_Ani
138	0138.png	MetamerP4	P4C2_Ani
139	0139.png	MetamerP4	P4C2_Ani
140	0140.png	MetamerP4	P4C2_Ani
141	0141.png	MetamerP4	P4C2_Inani
142	0142.png	MetamerP4	P4C2_Inani
143	0143.png	MetamerP4	P4C2_Inani
144	0144.png	MetamerP4	P4C2_Inani
145	0145.png	MetamerP4	P4C2_Inani
146	0146.png	MetamerP4	P4C2_Inani
147	0147.png	MetamerP4	P4C2_Inani
148	0148.png	MetamerP4	P4C2_Inani
149	0149.png	MetamerP4	P4C2_Inani
150	0150.png	MetamerP4	P4C2_Inani
151	0151.png	MetamerP4	P4C2_Inani
152	0152.png	MetamerP4	P4C2_Inani
153	0153.png	MetamerP4	P4C2_Inani
154	0154.png	MetamerP4	P4C2_Inani
155	0155.png	MetamerP4	P4C2_Inani
156	0156.png	MetamerP4	P4C2_Inani
157	0157.png	MetamerP4	P4C2_Inani
158	0158.png	MetamerP4	P4C2_Inani
159	0159.png	MetamerP4	P4C2_Inani
160	0160.png	MetamerP4	P4C2_Inani
161	0161.png	MetamerP4	P4C1_Ani
162	0162.png	MetamerP4	P4C1_Ani
163	0163.png	MetamerP4	P4C1_Ani
164	0164.png	MetamerP4	P4C1_Ani
165	0165.png	MetamerP4	P4C1_Ani
166	0166.png	MetamerP4	P4C1_Ani
167	0167.png	MetamerP4	P4C1_Ani
168	0168.png	MetamerP4	P4C1_Ani
169	0169.png	MetamerP4	P4C1_Ani
170	0170.png	MetamerP4	P4C1_Ani
171	0171.png	MetamerP4	P4C1_Ani
172	0172.png	MetamerP4	P4C1_Ani
173	0173.png	MetamerP4	P4C1_Ani
174	0174.png	MetamerP4	P4C1_Ani
175	0175.png	MetamerP4	P4C1_Ani
176	0176.png	MetamerP4	P4C1_Ani
177	0177.png	MetamerP4	P4C1_Ani
178	0178.png	MetamerP4	P4C1_Ani
179	0179.png	MetamerP4	P4C1_Ani
180	0180.png	MetamerP4	P4C1_Ani
181	0181.png	MetamerP4	P4C1_Inani
182	0182.png	MetamerP4	P4C1_Inani
183	0183.png	MetamerP4	P4C1_Inani
184	0184.png	MetamerP4	P4C1_Inani
185	0185.png	MetamerP4	P4C1_Inani
186	0186.png	MetamerP4	P4C1_Inani
187	0187.png	MetamerP4	P4C1_Inani
188	0188.png	MetamerP4	P4C1_Inani
189	0189.png	MetamerP4	P4C1_Inani
190	0190.png	MetamerP4	P4C1_Inani
191	0191.png	MetamerP4	P4C1_Inani
192	0192.png	MetamerP4	P4C1_Inani
193	0193.png	MetamerP4	P4C1_Inani
194	0194.png	MetamerP4	P4C1_Inani
195	0195.png	MetamerP4	P4C1_Inani
196	0196.png	MetamerP4	P4C1_Inani
197	0197.png	MetamerP4	P4C1_Inani
198	0198.png	MetamerP4	P4C1_Inani
199	0199.png	MetamerP4	P4C1_Inani
200	0200.png	MetamerP4	P4C1_Inani
201	0201.png	MetamerP4	Raw_Ani
202	0202.png	MetamerP4	Raw_Ani
203	0203.png	MetamerP4	Raw_Ani
204	0204.png	MetamerP4	Raw_Ani
205	0205.png	MetamerP4	Raw_Ani
206	0206.png	MetamerP4	Raw_Ani
207	0207.png	MetamerP4	Raw_Ani
208	0208.png	MetamerP4	Raw_Ani
209	0209.png	MetamerP4	Raw_Ani
210	0210.png	MetamerP4	Raw_Ani
211	0211.png	MetamerP4	Raw_Ani
212	0212.png	MetamerP4	Raw_Ani
213	0213.png	MetamerP4	Raw_Ani
214	0214.png	MetamerP4	Raw_Ani
215	0215.png	MetamerP4	Raw_Ani
216	0216.png	MetamerP4	Raw_Ani
217	0217.png	MetamerP4	Raw_Ani
218	0218.png	MetamerP4	Raw_Ani
219	0219.png	MetamerP4	Raw_Ani
220	0220.png	MetamerP4	Raw_Ani
221	0221.png	MetamerP4	Raw_Inani
222	0222.png	MetamerP4	Raw_Inani
223	0223.png	MetamerP4	Raw_Inani
224	0224.png	MetamerP4	Raw_Inani
225	0225.png	MetamerP4	Raw_Inani
226	0226.png	MetamerP4	Raw_Inani
227	0227.png	MetamerP4	Raw_Inani
228	0228.png	MetamerP4	Raw_Inani
229	0229.png	MetamerP4	Raw_Inani
230	0230.png	MetamerP4	Raw_Inani
231	0231.png	MetamerP4	Raw_Inani
232	0232.png	MetamerP4	Raw_Inani
233	0233.png	MetamerP4	Raw_Inani
234	0234.png	MetamerP4	Raw_Inani
235	0235.png	MetamerP4	Raw_Inani
236	0236.png	MetamerP4	Raw_Inani
237	0237.png	MetamerP4	Raw_Inani
238	0238.png	MetamerP4	Raw_Inani
239	0239.png	MetamerP4	Raw_Inani
240	0240.png	MetamerP4	Raw_Inani
241	0241.png	MetamerP4	P4C4_Ani
242	0242.png	MetamerP4	P4C4_Ani
243	0243.png	MetamerP4	P4C4_Ani
244	0244.png	MetamerP4	P4C4_Ani
245	0245.png	MetamerP4	P4C4_Ani
246	0246.png	MetamerP4	P4C4_Ani
247	0247.png	MetamerP4	P4C4_Ani
248	0248.png	MetamerP4	P4C4_Ani
249	0249.png	MetamerP4	P4C4_Ani
250	0250.png	MetamerP4	P4C4_Ani
251	0251.png	MetamerP4	P4C4_Ani
252	0252.png	MetamerP4	P4C4_Ani
253	0253.png	MetamerP4	P4C4_Ani
254	0254.png	MetamerP4	P4C4_Ani
255	0255.png	MetamerP4	P4C4_Ani
256	0256.png	MetamerP4	P4C4_Ani
257	0257.png	MetamerP4	P4C4_Ani
258	0258.png	MetamerP4	P4C4_Ani
259	0259.png	MetamerP4	P4C4_Ani
260	0260.png	MetamerP4	P4C4_Ani
261	0261.png	MetamerP4	P4C4_Inani
262	0262.png	MetamerP4	P4C4_Inani
263	0263.png	MetamerP4	P4C4_Inani
264	0264.png	MetamerP4	P4C4_Inani
265	0265.png	MetamerP4	P4C4_Inani
266	0266.png	MetamerP4	P4C4_Inani
267	0267.png	MetamerP4	P4C4_Inani
268	0268.png	MetamerP4	P4C4_Inani
269	0269.png	MetamerP4	P4C4_Inani
270	0270.png	MetamerP4	P4C4_Inani
271	0271.png	MetamerP4	P4C4_Inani
272	0272.png	MetamerP4	P4C4_Inani
273	0273.png	MetamerP4	P4C4_Inani
274	0274.png	MetamerP4	P4C4_Inani
275	0275.png	MetamerP4	P4C4_Inani
276	0276.png	MetamerP4	P4C4_Inani
277	0277.png	MetamerP4	P4C4_Inani
278	0278.png	MetamerP4	P4C4_Inani
279	0279.png	MetamerP4	P4C4_Inani
280	0280.png	MetamerP4	P4C4_Inani
281	0281.png	MetamerP4	P4C3_Ani
282	0282.png	MetamerP4	P4C3_Ani
283	0283.png	MetamerP4	P4C3_Ani
284	0284.png	MetamerP4	P4C3_Ani
285	0285.png	MetamerP4	P4C3_Ani
286	0286.png	MetamerP4	P4C3_Ani
287	0287.png	MetamerP4	P4C3_Ani
288	0288.png	MetamerP4	P4C3_Ani
289	0289.png	MetamerP4	P4C3_Ani
290	0290.png	MetamerP4	P4C3_Ani
291	0291.png	MetamerP4	P4C3_Ani
292	0292.png	MetamerP4	P4C3_Ani
293	0293.png	MetamerP4	P4C3_Ani
294	0294.png	MetamerP4	P4C3_Ani
295	0295.png	MetamerP4	P4C3_Ani
296	0296.png	MetamerP4	P4C3_Ani
297	0297.png	MetamerP4	P4C3_Ani
298	0298.png	MetamerP4	P4C3_Ani
299	0299.png	MetamerP4	P4C3_Ani
300	0300.png	MetamerP4	P4C3_Ani
301	0301.png	MetamerP4	P4C3_Inani
302	0302.png	MetamerP4	P4C3_Inani
303	0303.png	MetamerP4	P4C3_Inani
304	0304.png	MetamerP4	P4C3_Inani
305	0305.png	MetamerP4	P4C3_Inani
306	0306.png	MetamerP4	P4C3_Inani
307	0307.png	MetamerP4	P4C3_Inani
308	0308.png	MetamerP4	P4C3_Inani
309	0309.png	MetamerP4	P4C3_Inani
310	0310.png	MetamerP4	P4C3_Inani
311	0311.png	MetamerP4	P4C3_Inani
312	0312.png	MetamerP4	P4C3_Inani
313	0313.png	MetamerP4	P4C3_Inani
314	0314.png	MetamerP4	P4C3_Inani
315	0315.png	MetamerP4	P4C3_Inani
316	0316.png	MetamerP4	P4C3_Inani
317	0317.png	MetamerP4	P4C3_Inani
318	0318.png	MetamerP4	P4C3_Inani
319	0319.png	MetamerP4	P4C3_Inani
320	0320.png	MetamerP4	P4C3_Inani
321	0321.png	MetamerP4	P4C2_Ani
322	0322.png	MetamerP4	P4C2_Ani
323	0323.png	MetamerP4	P4C2_Ani
324	0324.png	MetamerP4	P4C2_Ani
325	0325.png	MetamerP4	P4C2_Ani
326	0326.png	MetamerP4	P4C2_Ani
327	0327.png	MetamerP4	P4C2_Ani
328	0328.png	MetamerP4	P4C2_Ani
329	0329.png	MetamerP4	P4C2_Ani
330	0330.png	MetamerP4	P4C2_Ani
331	0331.png	MetamerP4	P4C2_Ani
332	0332.png	MetamerP4	P4C2_Ani
333	0333.png	MetamerP4	P4C2_Ani
334	0334.png	MetamerP4	P4C2_Ani
335	0335.png	MetamerP4	P4C2_Ani
336	0336.png	MetamerP4	P4C2_Ani
337	0337.png	MetamerP4	P4C2_Ani
338	0338.png	MetamerP4	P4C2_Ani
339	0339.png	MetamerP4	P4C2_Ani
340	0340.png	MetamerP4	P4C2_Ani
341	0341.png	MetamerP4	P4C2_Inani
342	0342.png	MetamerP4	P4C2_Inani
343	0343.png	MetamerP4	P4C2_Inani
344	0344.png	MetamerP4	P4C2_Inani
345	0345.png	MetamerP4	P4C2_Inani
346	0346.png	MetamerP4	P4C2_Inani
347	0347.png	MetamerP4	P4C2_Inani
348	0348.png	MetamerP4	P4C2_Inani
349	0349.png	MetamerP4	P4C2_Inani
350	0350.png	MetamerP4	P4C2_Inani
351	0351.png	MetamerP4	P4C2_Inani
352	0352.png	MetamerP4	P4C2_Inani
353	0353.png	MetamerP4	P4C2_Inani
354	0354.png	MetamerP4	P4C2_Inani
355	0355.png	MetamerP4	P4C2_Inani
356	0356.png	MetamerP4	P4C2_Inani
357	0357.png	MetamerP4	P4C2_Inani
358	0358.png	MetamerP4	P4C2_Inani
359	0359.png	MetamerP4	P4C2_Inani
360	0360.png	MetamerP4	P4C2_Inani
361	0361.png	MetamerP4	P4C1_Ani
362	0362.png	MetamerP4	P4C1_Ani
363	0363.png	MetamerP4	P4C1_Ani
364	0364.png	MetamerP4	P4C1_Ani
365	0365.png	MetamerP4	P4C1_Ani
366	0366.png	MetamerP4	P4C1_Ani
367	0367.png	MetamerP4	P4C1_Ani
368	0368.png	MetamerP4	P4C1_Ani
369	0369.png	MetamerP4	P4C1_Ani
370	0370.png	MetamerP4	P4C1_Ani
371	0371.png	MetamerP4	P4C1_Ani
372	0372.png	MetamerP4	P4C1_Ani
373	0373.png	MetamerP4	P4C1_Ani
374	0374.png	MetamerP4	P4C1_Ani
375	0375.png	MetamerP4	P4C1_Ani
376	0376.png	MetamerP4	P4C1_Ani
377	0377.png	MetamerP4	P4C1_Ani
378	0378.png	MetamerP4	P4C1_Ani
379	0379.png	MetamerP4	P4C1_Ani
380	0380.png	MetamerP4	P4C1_Ani
381	0381.png	MetamerP4	P4C1_Inani
382	0382.png	MetamerP4	P4C1_Inani
383	0383.png	MetamerP4	P4C1_Inani
384	0384.png	MetamerP4	P4C1_Inani
385	0385.png	MetamerP4	P4C1_Inani
386	0386.png	MetamerP4	P4C1_Inani
387	0387.png	MetamerP4	P4C1_Inani
388	0388.png	MetamerP4	P4C1_Inani
389	0389.png	MetamerP4	P4C1_Inani
390	0390.png	MetamerP4	P4C1_Inani
391	0391.png	MetamerP4	P4C1_Inani
392	0392.png	MetamerP4	P4C1_Inani
393	0393.png	MetamerP4	P4C1_Inani
394	0394.png	MetamerP4	P4C1_Inani
395	0395.png	MetamerP4	P4C1_Inani
396	0396.png	MetamerP4	P4C1_Inani
397	0397.png	MetamerP4	P4C1_Inani
398	0398.png	MetamerP4	P4C1_Inani
399	0399.png	MetamerP4	P4C1_Inani
400	0400.png	MetamerP4	P4C1_Inani
401	0401.png	MetamerP4	Raw_Ani
402	0402.png	MetamerP4	Raw_Ani
403	0403.png	MetamerP4	Raw_Ani
404	0404.png	MetamerP4	Raw_Ani
405	0405.png	MetamerP4	Raw_Ani
406	0406.png	MetamerP4	Raw_Ani
407	0407.png	MetamerP4	Raw_Ani
408	0408.png	MetamerP4	Raw_Ani
409	0409.png	MetamerP4	Raw_Ani
410	0410.png	MetamerP4	Raw_Ani
411	0411.png	MetamerP4	Raw_Ani
412	0412.png	MetamerP4	Raw_Ani
413	0413.png	MetamerP4	Raw_Ani
414	0414.png	MetamerP4	Raw_Ani
415	0415.png	MetamerP4	Raw_Ani
416	0416.png	MetamerP4	Raw_Ani
417	0417.png	MetamerP4	Raw_Ani
418	0418.png	MetamerP4	Raw_Ani
419	0419.png	MetamerP4	Raw_Ani
420	0420.png	MetamerP4	Raw_Ani
421	0421.png	MetamerP4	Raw_Inani
422	0422.png	MetamerP4	Raw_Inani
423	0423.png	MetamerP4	Raw_Inani
424	0424.png	MetamerP4	Raw_Inani
425	0425.png	MetamerP4	Raw_Inani
426	0426.png	MetamerP4	Raw_Inani
427	0427.png	MetamerP4	Raw_Inani
428	0428.png	MetamerP4	Raw_Inani
429	0429.png	MetamerP4	Raw_Inani
430	0430.png	MetamerP4	Raw_Inani
431	0431.png	MetamerP4	Raw_Inani
432	0432.png	MetamerP4	Raw_Inani
433	0433.png	MetamerP4	Raw_Inani
434	0434.png	MetamerP4	Raw_Inani
435	0435.png	MetamerP4	Raw_Inani
436	0436.png	MetamerP4	Raw_Inani
437	0437.png	MetamerP4	Raw_Inani
438	0438.png	MetamerP4	Raw_Inani
439	0439.png	MetamerP4	Raw_Inani
440	0440.png	MetamerP4	Raw_Inani
441	0441.png	MetamerP4	P4C4_Ani
442	0442.png	MetamerP4	P4C4_Ani
443	0443.png	MetamerP4	P4C4_Ani
444	0444.png	MetamerP4	P4C4_Ani
445	0445.png	MetamerP4	P4C4_Ani
446	0446.png	MetamerP4	P4C4_Ani
447	0447.png	MetamerP4	P4C4_Ani
448	0448.png	MetamerP4	P4C4_Ani
449	0449.png	MetamerP4	P4C4_Ani
450	0450.png	MetamerP4	P4C4_Ani
451	0451.png	MetamerP4	P4C4_Ani
452	0452.png	MetamerP4	P4C4_Ani
453	0453.png	MetamerP4	P4C4_Ani
454	0454.png	MetamerP4	P4C4_Ani
455	0455.png	MetamerP4	P4C4_Ani
456	0456.png	MetamerP4	P4C4_Ani
457	0457.png	MetamerP4	P4C4_Ani
458	0458.png	MetamerP4	P4C4_Ani
459	0459.png	MetamerP4	P4C4_Ani
460	0460.png	MetamerP4	P4C4_Ani
461	0461.png	MetamerP4	P4C4_Inani
462	0462.png	MetamerP4	P4C4_Inani
463	0463.png	MetamerP4	P4C4_Inani
464	0464.png	MetamerP4	P4C4_Inani
465	0465.png	MetamerP4	P4C4_Inani
466	0466.png	MetamerP4	P4C4_Inani
467	0467.png	MetamerP4	P4C4_Inani
468	0468.png	MetamerP4	P4C4_Inani
469	0469.png	MetamerP4	P4C4_Inani
470	0470.png	MetamerP4	P4C4_Inani
471	0471.png	MetamerP4	P4C4_Inani
472	0472.png	MetamerP4	P4C4_Inani
473	0473.png	MetamerP4	P4C4_Inani
474	0474.png	MetamerP4	P4C4_Inani
475	0475.png	MetamerP4	P4C4_Inani
476	0476.png	MetamerP4	P4C4_Inani
477	0477.png	MetamerP4	P4C4_Inani
478	0478.png	MetamerP4	P4C4_Inani
479	0479.png	MetamerP4	P4C4_Inani
480	0480.png	MetamerP4	P4C4_Inani
481	0481.png	MetamerP4	P4C3_Ani
482	0482.png	MetamerP4	P4C3_Ani
483	0483.png	MetamerP4	P4C3_Ani
484	0484.png	MetamerP4	P4C3_Ani
485	0485.png	MetamerP4	P4C3_Ani
486	0486.png	MetamerP4	P4C3_Ani
487	0487.png	MetamerP4	P4C3_Ani
488	0488.png	MetamerP4	P4C3_Ani
489	0489.png	MetamerP4	P4C3_Ani
490	0490.png	MetamerP4	P4C3_Ani
491	0491.png	MetamerP4	P4C3_Ani
492	0492.png	MetamerP4	P4C3_Ani
493	0493.png	MetamerP4	P4C3_Ani
494	0494.png	MetamerP4	P4C3_Ani
495	0495.png	MetamerP4	P4C3_Ani
496	0496.png	MetamerP4	P4C3_Ani
497	0497.png	MetamerP4	P4C3_Ani
498	0498.png	MetamerP4	P4C3_Ani
499	0499.png	MetamerP4	P4C3_Ani
500	0500.png	MetamerP4	P4C3_Ani
501	0501.png	MetamerP4	P4C3_Inani
502	0502.png	MetamerP4	P4C3_Inani
503	0503.png	MetamerP4	P4C3_Inani
504	0504.png	MetamerP4	P4C3_Inani
505	0505.png	MetamerP4	P4C3_Inani
506	0506.png	MetamerP4	P4C3_Inani
507	0507.png	MetamerP4	P4C3_Inani
508	0508.png	MetamerP4	P4C3_Inani
509	0509.png	MetamerP4	P4C3_Inani
510	0510.png	MetamerP4	P4C3_Inani
511	0511.png	MetamerP4	P4C3_Inani
512	0512.png	MetamerP4	P4C3_Inani
513	0513.png	MetamerP4	P4C3_Inani
514	0514.png	MetamerP4	P4C3_Inani
515	0515.png	MetamerP4	P4C3_Inani
516	0516.png	MetamerP4	P4C3_Inani
517	0517.png	MetamerP4	P4C3_Inani
518	0518.png	MetamerP4	P4C3_Inani
519	0519.png	MetamerP4	P4C3_Inani
520	0520.png	MetamerP4	P4C3_Inani
521	0521.png	MetamerP4	P4C2_Ani
522	0522.png	MetamerP4	P4C2_Ani
523	0523.png	MetamerP4	P4C2_Ani
524	0524.png	MetamerP4	P4C2_Ani
525	0525.png	MetamerP4	P4C2_Ani
526	0526.png	MetamerP4	P4C2_Ani
527	0527.png	MetamerP4	P4C2_Ani
528	0528.png	MetamerP4	P4C2_Ani
529	0529.png	MetamerP4	P4C2_Ani
530	0530.png	MetamerP4	P4C2_Ani
531	0531.png	MetamerP4	P4C2_Ani
532	0532.png	MetamerP4	P4C2_Ani
533	0533.png	MetamerP4	P4C2_Ani
534	0534.png	MetamerP4	P4C2_Ani
535	0535.png	MetamerP4	P4C2_Ani
536	0536.png	MetamerP4	P4C2_Ani
537	0537.png	MetamerP4	P4C2_Ani
538	0538.png	MetamerP4	P4C2_Ani
539	0539.png	MetamerP4	P4C2_Ani
540	0540.png	MetamerP4	P4C2_Ani
541	0541.png	MetamerP4	P4C2_Inani
542	0542.png	MetamerP4	P4C2_Inani
543	0543.png	MetamerP4	P4C2_Inani
544	0544.png	MetamerP4	P4C2_Inani
545	0545.png	MetamerP4	P4C2_Inani
546	0546.png	MetamerP4	P4C2_Inani
547	0547.png	MetamerP4	P4C2_Inani
548	0548.png	MetamerP4	P4C2_Inani
549	0549.png	MetamerP4	P4C2_Inani
550	0550.png	MetamerP4	P4C2_Inani
551	0551.png	MetamerP4	P4C2_Inani
552	0552.png	MetamerP4	P4C2_Inani
553	0553.png	MetamerP4	P4C2_Inani
554	0554.png	MetamerP4	P4C2_Inani
555	0555.png	MetamerP4	P4C2_Inani
556	0556.png	MetamerP4	P4C2_Inani
557	0557.png	MetamerP4	P4C2_Inani
558	0558.png	MetamerP4	P4C2_Inani
559	0559.png	MetamerP4	P4C2_Inani
560	0560.png	MetamerP4	P4C2_Inani
561	0561.png	MetamerP4	P4C1_Ani
562	0562.png	MetamerP4	P4C1_Ani
563	0563.png	MetamerP4	P4C1_Ani
564	0564.png	MetamerP4	P4C1_Ani
565	0565.png	MetamerP4	P4C1_Ani
566	0566.png	MetamerP4	P4C1_Ani
567	0567.png	MetamerP4	P4C1_Ani
568	0568.png	MetamerP4	P4C1_Ani
569	0569.png	MetamerP4	P4C1_Ani
570	0570.png	MetamerP4	P4C1_Ani
571	0571.png	MetamerP4	P4C1_Ani
572	0572.png	MetamerP4	P4C1_Ani
573	0573.png	MetamerP4	P4C1_Ani
574	0574.png	MetamerP4	P4C1_Ani
575	0575.png	MetamerP4	P4C1_Ani
576	0576.png	MetamerP4	P4C1_Ani
577	0577.png	MetamerP4	P4C1_Ani
578	0578.png	MetamerP4	P4C1_Ani
579	0579.png	MetamerP4	P4C1_Ani
580	0580.png	MetamerP4	P4C1_Ani
581	0581.png	MetamerP4	P4C1_Inani
582	0582.png	MetamerP4	P4C1_Inani
583	0583.png	MetamerP4	P4C1_Inani
584	0584.png	MetamerP4	P4C1_Inani
585	0585.png	MetamerP4	P4C1_Inani
586	0586.png	MetamerP4	P4C1_Inani
587	0587.png	MetamerP4	P4C1_Inani
588	0588.png	MetamerP4	P4C1_Inani
589	0589.png	MetamerP4	P4C1_Inani
590	0590.png	MetamerP4	P4C1_Inani
591	0591.png	MetamerP4	P4C1_Inani
592	0592.png	MetamerP4	P4C1_Inani
593	0593.png	MetamerP4	P4C1_Inani
594	0594.png	MetamerP4	P4C1_Inani
595	0595.png	MetamerP4	P4C1_Inani
596	0596.png	MetamerP4	P4C1_Inani
597	0597.png	MetamerP4	P4C1_Inani
598	0598.png	MetamerP4	P4C1_Inani
599	0599.png	MetamerP4	P4C1_Inani
600	0600.png	MetamerP4	P4C1_Inani
601	0601.png	MetamerP4	Raw_Ani
602	0602.png	MetamerP4	Raw_Ani
603	0603.png	MetamerP4	Raw_Ani
604	0604.png	MetamerP4	Raw_Ani
605	0605.png	MetamerP4	Raw_Ani
606	0606.png	MetamerP4	Raw_Ani
607	0607.png	MetamerP4	Raw_Ani
608	0608.png	MetamerP4	Raw_Ani
609	0609.png	MetamerP4	Raw_Ani
610	0610.png	MetamerP4	Raw_Ani
611	0611.png	MetamerP4	Raw_Ani
612	0612.png	MetamerP4	Raw_Ani
613	0613.png	MetamerP4	Raw_Ani
